Actual IPC,Predicted IPC
0.038599,0.03152935999999999
0.212188,0.23988399999999985
0.215913,0.21406429000000007
0.098451,0.1204272999999999
0.504221,0.7478931499999998
0.605531,0.8596211999999994
0.063742,0.06586388000000011
0.122115,0.11619043000000014
0.056967,0.06581087999999992
0.165723,0.17189507999999987
0.153841,0.15006623000000016
0.189887,0.17534304000000006
0.015301,0.017764469999999994
0.741379,0.8519041099999999
0.161837,0.16532755000000024
0.087196,0.10284019999999984
0.116121,0.10717092
0.212272,0.23362715000000006
0.055984,0.07531529000000003
0.200269,0.21008943999999993
0.202876,0.24258426000000002
0.020396,0.021450880000000002
0.559594,0.7871404400000002
0.15094,0.14681196999999985
1.024455,0.76071328
0.321375,0.2891176400000003
0.54196,0.5585055700000002
0.288168,0.28919418999999985
0.115542,0.10844736
0.05424,0.09710657000000002
0.199832,0.24217872
1.158514,1.0323041399999988
0.815363,0.8135182199999992
0.152025,0.12639608000000005
0.146515,0.14681196999999985
0.056051,0.07004009999999998
0.034604,0.023698269999999987
0.054779,0.06764898999999994
0.085753,0.07398322000000006
0.077567,0.11392327000000003
0.221791,0.27497386
0.088003,0.09392618999999998
0.15765,0.14385421000000007
0.037293,0.02662993999999999
0.086957,0.09936207999999995
0.299659,0.28790406999999996
0.018201,0.021663749999999992
0.107937,0.1034504300000001
0.345073,0.28651979000000033
0.078065,0.10899725000000002
0.759472,0.6985236799999999
0.035615,0.027109150000000016
0.044332,0.04432307000000001
0.122977,0.09905136999999999
0.034244,0.03117383
0.101587,0.07468811999999996
0.28874,0.26764262
0.542578,0.83622503
0.330597,0.27663406000000007
0.05738,0.06858164999999997
0.160122,0.2097823700000001
0.055527,0.08833603000000002
0.068898,0.06831552000000006
0.086198,0.07274896000000007
0.054059,0.09435650000000004
0.758802,0.8757931499999992
0.093699,0.12367523999999998
0.090156,0.09683286000000006
0.035327,0.03400689000000003
0.216448,0.2342651600000002
0.041186,0.055718020000000014
0.05793,0.06561528000000007
0.032768,0.031495229999999985
0.055644,0.08830054000000004
0.299304,0.27200498000000034
0.033092,0.02235477
0.353686,0.36731524000000015
0.017318,0.018332979999999995
0.063459,0.06440404999999993
0.056582,0.06593651999999996
0.084949,0.08389178000000001
0.544045,0.8024084100000002
0.361674,0.3248479500000004
0.215667,0.23425535000000014
0.687909,0.7851814499999995
0.135708,0.13546662000000023
0.163693,0.14591288000000002
0.037552,0.029960609999999985
0.188424,0.17777958999999988
0.018534,0.024440940000000008
0.299332,0.2991652800000002
0.055185,0.07119666999999996
0.204521,0.20330353000000023
0.173039,0.17774326999999984
0.145159,0.13643494999999992
0.283051,0.21755149000000004
0.017341,0.019368449999999992
0.203393,0.22711916000000013
0.237732,0.21548872999999985
0.101185,0.10716560999999998
0.2004,0.21737489999999984
0.034917,0.033640320000000036
0.031191,0.03146736
0.055014,0.08565170999999999
0.029664,0.024808900000000012
0.015201,0.025645760000000007
0.105955,0.10304695000000005
0.161579,0.14705456000000003
0.217893,0.23595171000000015
0.040774,0.061144059999999986
0.204214,0.1957530500000002
0.05393,0.09730570000000005
0.713936,0.8245379700000002
0.193279,0.1902235000000002
0.018181,0.022138569999999996
0.293976,0.2148857900000002
