Actual IPC,Predicted IPC
0.038599,0.08338614959479598
0.212188,0.1229827977940019
0.215913,0.06427405798036478
0.098451,0.12363810538615615
0.504221,0.6602191150647171
0.605531,0.6639974190675068
0.063742,0.20821906954038547
0.122115,0.2796857318020254
0.056967,0.06014344501516747
0.165723,0.10003198196842907
0.153841,0.12342161226738463
0.189887,0.1019761857093943
0.015301,-0.0624684593409118
0.741379,0.6648568903470815
0.161837,0.06512695995680359
0.087196,0.2673691657185827
0.116121,0.331077983114728
0.212272,0.27436660942138735
0.055984,0.2717103207256682
0.200269,0.2742621474394744
0.202876,0.09056255054600244
0.020396,0.08667525182762999
0.559594,0.6642409149999938
0.15094,0.20420686749026623
1.024455,0.6605687620462658
0.321375,0.11985265640751723
0.54196,-0.1926714669233444
0.288168,0.2748936145537847
0.115542,0.32601521940822675
0.05424,0.27716370929963186
0.199832,0.0956314747229218
1.158514,0.6641917764094403
0.815363,0.6639575133635511
0.152025,0.14037343502097638
0.146515,0.20427976366222605
0.056051,0.06443762311656492
0.034604,0.030842667519555222
0.054779,0.27900647075335105
0.085753,0.2780264418719386
0.077567,0.32594003895745177
0.221791,0.16950942132031963
0.088003,0.26121833763456603
0.15765,0.11314926220032329
0.037293,0.0923254703619592
0.086957,0.2689564470469057
0.299659,0.0877248345926624
0.018201,0.03562703679415663
0.107937,0.20196406185021948
0.345073,0.1629563790652947
0.078065,0.331255634960145
0.759472,-0.12051619103967146
0.035615,0.06004565356194555
0.044332,0.24279701020449873
0.122977,0.27998573259113796
0.034244,-0.008147091760223935
0.101587,0.27929001552903343
0.28874,0.09652183830931753
0.542578,0.6632462471998339
0.330597,0.1159846699022737
0.05738,0.06361616959886973
0.160122,0.09668084198401761
0.055527,0.27904412624728614
0.068898,0.23941728415593017
0.086198,0.2758327841919312
0.054059,0.2775920350166375
0.758802,0.6626328760102799
0.093699,0.13902239307798414
0.090156,0.13069184098187814
0.035327,0.05621957714606851
0.216448,0.08399904593228298
0.041186,0.20533328455059363
0.05793,0.2737563456457005
0.032768,0.0032774066360378717
0.055644,0.2788548092689306
0.299304,0.1270582928551851
0.033092,0.03050067658780628
0.353686,0.3542722330921799
0.017318,0.003922723996339417
0.063459,0.208512605606523
0.056582,0.0608043891036176
0.084949,0.07001899679802817
0.544045,0.6632283438962621
0.361674,0.38679135178346924
0.215667,0.08337354302842859
0.687909,0.6596611059590194
0.135708,0.249352768470212
0.163693,0.12201121555638988
0.037552,0.09074485910582168
0.188424,0.09677151271624479
0.018534,0.09031210520746362
0.299332,0.27444451738421405
0.055185,0.06861566146676551
0.204521,0.2517523943918516
0.173039,0.11484560081959327
0.145159,0.10791620179434744
0.283051,0.09525678858100055
0.017341,0.027491990927420357
0.203393,0.27431696556541935
0.237732,0.06594540427355672
0.101185,0.2798870686313437
0.2004,0.27411772319977323
0.034917,0.05354221127528455
0.031191,-0.04220987116747024
0.055014,0.27885997194262013
0.029664,-0.07799174833447617
0.015201,-0.03759000046608926
0.105955,0.20680972044284252
0.161579,0.10964417217767225
0.217893,0.08314834894738286
0.040774,0.206568330173745
0.204214,0.25421145155311375
0.05393,0.2782855237923223
0.713936,0.6635190767002054
0.193279,0.24772629680014843
0.018181,0.08215038206010089
0.293976,0.1821206531157868
