Actual IPC,Predicted IPC
0.038599,0.04697821461829055
0.212188,0.23216003225068688
0.215913,0.16533110938291476
0.098451,0.09904702404630822
0.504221,0.8334439096308418
0.605531,0.8244923159041383
0.063742,0.1253178404008381
0.122115,0.15630525246892382
0.056967,0.15383633072425132
0.165723,0.14281557713347418
0.153841,0.11310760545194404
0.189887,0.11457466404799815
0.015301,0.03728169483345084
0.741379,0.8668114694102542
0.161837,0.18718145775034986
0.087196,0.1806560086249408
0.116121,0.20219906163226653
0.212272,0.2606255360690645
0.055984,0.18284863747076305
0.200269,0.2299302302328884
0.202876,0.15366620118376403
0.020396,0.07736169354082928
0.559594,0.8354154223909557
0.15094,0.0418381583661972
1.024455,0.8600480353426818
0.321375,0.26627444614901674
0.54196,0.5878095455167869
0.288168,0.2287930220276612
0.115542,0.19921858080243984
0.05424,0.155976823513461
0.199832,0.15437131404839116
1.158514,0.8446477512719528
0.815363,0.8289989243197392
0.152025,0.1323271639791342
0.146515,0.041838024741942204
0.056051,0.15282508837321332
0.034604,0.07339127305403292
0.054779,0.15693311544680758
0.085753,0.1842876200048084
0.077567,0.1997120047180483
0.221791,0.29258211467206663
0.088003,0.1831862128538422
0.15765,0.13693691112321038
0.037293,0.07756860870540261
0.086957,0.18306190853590854
0.299659,0.184844365953749
0.018201,0.07382175849386419
0.107937,0.1584053464948447
0.345073,0.2989467716821869
0.078065,0.20309705810988488
0.759472,0.46677370955404757
0.035615,0.0441958307214903
0.044332,0.1294074378034289
0.122977,0.15691812693289967
0.034244,0.040661329764194676
0.101587,0.1569449871048389
0.28874,0.18412275248479207
0.542578,0.8340297205428577
0.330597,0.2709743133418587
0.05738,0.15415828742857005
0.160122,0.22712903246756147
0.055527,0.1581005881296508
0.068898,0.16070603538114428
0.086198,0.18433079755399118
0.054059,0.1557472002667735
0.758802,0.8202481854967992
0.093699,0.10441540312271896
0.090156,0.09868349829341644
0.035327,0.04331548214402997
0.216448,0.15979193303720096
0.041186,0.12614569235907297
0.05793,0.12641518264619234
0.032768,0.07170337742479854
0.055644,0.15826604991448992
0.299304,0.25856227464196135
0.033092,0.042845384373584094
0.353686,0.04178930137563802
0.017318,0.07184370707494558
0.063459,0.12489162995024827
0.056582,0.15259796776814433
0.084949,0.12127244340981724
0.544045,0.8334995015331668
0.361674,0.0724420404254647
0.215667,0.15884414724774026
0.687909,0.8206644483613281
0.135708,0.17793849102169418
0.163693,0.13968385577724465
0.037552,0.07709088225175115
0.188424,0.11303275228690624
0.018534,0.04645812572939395
0.299332,0.2601076004567472
0.055185,0.1506665465562507
0.204521,0.17683392152263744
0.173039,0.14650205016926274
0.145159,0.12730967947160493
0.283051,0.18063429343200424
0.017341,0.04240982154458067
0.203393,0.2606493972907652
0.237732,0.15408713426172888
0.101185,0.15663731948106832
0.2004,0.23003799707703268
0.034917,0.07446157190251018
0.031191,0.037279986460481085
0.055014,0.15729502841998486
0.029664,0.03525680096894651
0.015201,0.037761697151612206
0.105955,0.15735406225877982
0.161579,0.13746096625847984
0.217893,0.16031731337445085
0.040774,0.12547389717727925
0.204214,0.17461827262192073
0.05393,0.15558230042944202
0.713936,0.8664263743137022
0.193279,0.04166321370784726
0.018181,0.04576555106042468
0.293976,0.2786485286535178
