Actual IPC,Predicted IPC
0.038599,0.09107948721809786
0.212188,0.2056122150821694
0.215913,0.11663273324535525
0.098451,0.11103205690635728
0.504221,0.7883640501254325
0.605531,0.7807107088971103
0.063742,0.16371642035749243
0.122115,0.17946053315011937
0.056967,0.16509998980982996
0.165723,0.16340332005797767
0.153841,0.1285897762505753
0.189887,0.11301122834520214
0.015301,0.057084240504121725
0.741379,0.814163995506655
0.161837,0.20616944963115444
0.087196,0.1931577161432297
0.116121,0.17828890946480466
0.212272,0.24531203192939272
0.055984,0.1772638781796297
0.200269,0.19890277597863956
0.202876,0.1678047679891482
0.020396,0.11304330927647419
0.559594,0.7904883609296279
0.15094,0.08680020591905144
1.024455,0.8063053476691765
0.321375,0.2563717386591725
0.54196,0.5426958224489201
0.288168,0.22136862431032975
0.115542,0.1748168757195608
0.05424,0.17923207006204334
0.199832,0.1676975044127401
1.158514,0.793159180115142
0.815363,0.7834520965022075
0.152025,0.1586472627284322
0.146515,0.08679998873538794
0.056051,0.16469146963844336
0.034604,0.10943682014267206
0.054779,0.1799248742665456
0.085753,0.17915155592427898
0.077567,0.1750699881101335
0.221791,0.2457444056084704
0.088003,0.19593675238169492
0.15765,0.1577378981849624
0.037293,0.1134994066501567
0.086957,0.19529618755099917
0.299659,0.19209050542778114
0.018201,0.10989121439071473
0.107937,0.18758579065984468
0.345073,0.25311970775137727
0.078065,0.1786386473304958
0.759472,0.2916807782889853
0.035615,0.06454268598329502
0.044332,0.14473524675736335
0.122977,0.17995361260536324
0.034244,0.08454515689917516
0.101587,0.18002587875890858
0.28874,0.1897781701171207
0.542578,0.7891799237452051
0.330597,0.2618310691740239
0.05738,0.16593277834971373
0.160122,0.23930557456611487
0.055527,0.18089448880514591
0.068898,0.16867852056840069
0.086198,0.17938253276559565
0.054059,0.1789195845374372
0.758802,0.7755751486381501
0.093699,0.11822246814808732
0.090156,0.11289684923034801
0.035327,0.08673363312501267
0.216448,0.17511972657128635
0.041186,0.14103540323773375
0.05793,0.13405928323204339
0.032768,0.10769189180734509
0.055644,0.18104095906654066
0.299304,0.24660225058318894
0.033092,0.06335461961912911
0.353686,0.06346312615551838
0.017318,0.1077597547873139
0.063459,0.16332920079720434
0.056582,0.16435233301134386
0.084949,0.11604116300065556
0.544045,0.7887303296142398
0.361674,0.10983307220904012
0.215667,0.17425313963100084
0.687909,0.7755968390593417
0.135708,0.1851520230254474
0.163693,0.16840116176115125
0.037552,0.11334968910121132
0.188424,0.11094705157544879
0.018534,0.0901764684353222
0.299332,0.24493179030752732
0.055185,0.16166917547698442
0.204521,0.1838436911632387
0.173039,0.1765469743095853
0.145159,0.1485816325495752
0.283051,0.18642517837725667
0.017341,0.062358371052627065
0.203393,0.24530571484826474
0.237732,0.15712940390644844
0.101185,0.17979019027146473
0.2004,0.19900509361191485
0.034917,0.11023956587776298
0.031191,0.08066432330353587
0.055014,0.18023368827983277
0.029664,0.07838301094120723
0.015201,0.08112994570759943
0.105955,0.18640213321343588
0.161579,0.16699936929506434
0.217893,0.17589186723658976
0.040774,0.1404299876935103
0.204214,0.1818560829345189
0.05393,0.1788502444985009
0.713936,0.813707324323811
0.193279,0.08666822148686623
0.018181,0.08934893867005486
0.293976,0.23080509123095236
