model,numLoadInsts,numStoreInsts,numInsts,numBranches,intAluAccesses,numOps,ipc,L1Icache,L1Dcache,L2cache,pipelinewidth
2.0,0.19399418230541593,0.21470167818759606,11896465.0,0.029342750136279978,0.26488994840063834,0.9899536542998277,2.960459262478392e-09,0.002754431673610606,0.044070906777769696,0.08814181355553939,6.724686703150894e-07
2.0,0.21833538116458232,0.2287859409696767,11101989.0,0.030079565022087484,0.27642605302527323,0.9839289158005832,2.8579563535867312e-09,0.0029515431874414574,0.04722469099906332,0.09444938199812664,7.205915984964496e-07
2.0,0.24519602581511407,0.14112667787921573,61482897.0,0.04056565519350853,0.39187053921678416,0.9472187525581302,1.6291847796306671e-09,0.0005329612233463885,0.008527379573542215,0.01705475914708443,1.3011748616855187e-07
2.0,0.24449886805838106,0.14011135540880307,61345920.0,0.04187931324528184,0.3971771227817596,0.9473505328471722,1.6270030671966449e-09,0.00053415125243863,0.00854642003901808,0.01709284007803616,1.304080206148999e-07
2.0,0.2448015284064868,0.14016899443840145,61803454.0,0.04131049051077307,0.3947587621882751,0.9472255385597057,1.6265757574002256e-09,0.0005301969045289929,0.008483150472463886,0.01696630094492777,1.2944260364477365e-07
2.0,0.25435531352268914,0.145890569542801,60833795.0,0.0328317015237994,0.34488538813006814,0.9439384966859292,1.6265136837180714e-09,0.0005386479669729629,0.008618367471567407,0.017236734943134813,1.3150585131175852e-07
2.0,0.24250485693694376,0.13468206940818003,65148056.0,0.04390936853127283,0.4112141274023587,0.9455977320336312,1.6307470479241928e-09,0.000502977402733245,0.00804763844373192,0.01609527688746384,1.2279721746417115e-07
2.0,0.24812159154954797,0.14087909788165404,60876270.0,0.04082033935390588,0.3908135468878103,0.9438252540768348,1.627169338725911e-09,0.0005382721378954394,0.008612354206327031,0.017224708412654062,1.3141409616587877e-07
2.0,0.23997040753921567,0.1322742782999482,66046552.0,0.046285959030836314,0.425275993211576,0.9461237885665856,1.6303349189220355e-09,0.0004961349079964084,0.007938158527942534,0.01587631705588507,1.2112668652256064e-07
2.0,0.2393327479601025,0.13429883041791973,65356593.0,0.044661186668650245,0.4161253479048395,0.9487566005773893,1.6395897503408723e-09,0.000501372524115509,0.008021960385848143,0.016043920771696286,1.2240540139538793e-07
2.0,0.3331138077233867,0.07426433170556965,45792683.0,0.025237350692030865,0.22063531416143492,0.9979609624533247,2.660992805335298e-09,0.0007155728350749835,0.011449165361199736,0.02289833072239947,1.747003991882284e-07
2.0,0.33182347972958354,0.07370217419265157,46213752.0,0.026269474938974875,0.22534318356146457,0.997994038657584,2.66312503689378e-09,0.000709053010887322,0.011344848174197153,0.022689696348394305,1.731086452361626e-07
2.0,0.33196961232960503,0.07373764631662168,46147269.0,0.026168525812437567,0.22485620980084434,0.9979497594971438,2.6629528174245805e-09,0.0007100745225031627,0.011361192360050603,0.022722384720101206,1.733580377204987e-07
2.0,0.3326425926163759,0.07396851707860008,46017267.0,0.025644330420578867,0.22225281218895507,0.9979332540543966,2.66280481194157e-09,0.000712080532726987,0.011393288523631792,0.022786577047263584,1.7384778631029956e-07
2.0,0.33324310631839826,0.07416028195317004,45854707.0,0.025207117777461756,0.22001518840802975,0.9980630996072006,2.6630853840152115e-09,0.0007146049368497764,0.011433678989596423,0.022867357979192846,1.7446409591058995e-07
2.0,0.33338345313648254,0.07420012713956806,46176026.0,0.025109761502646415,0.21950160890848425,0.9981132417068546,2.663221819911484e-09,0.0007096323100649675,0.01135411696103948,0.02270823392207896,1.7325007569945495e-07
2.0,0.33337404727581893,0.07419658610876063,46020271.0,0.025105936468735702,0.21950357484857053,0.9980743051252349,2.663109046011485e-09,0.0007120340512553696,0.011392544820085913,0.022785089640171827,1.7383643829476796e-07
2.0,0.13888575815288406,0.015368628173584331,87705681.0,0.12181215490476609,1.0211101034606869,0.7688065725183754,1.814238236175374e-09,0.00037361319844264135,0.005977811175082262,0.011955622350164523,9.121415977603549e-08
2.0,0.14054697779532332,0.01584024326541439,85276405.0,0.12050306295158666,1.0218394877223071,0.7607891069047763,1.7964289184094943e-09,0.0003842563485175061,0.006148101576280098,0.012296203152560196,9.381258508728177e-08
2.0,0.13929364866076965,0.015442245824133883,87373431.0,0.12149775828306433,1.0213119249031206,0.76613856447963,1.8072084178541642e-09,0.0003750339162027413,0.006000542659243861,0.012001085318487722,9.156101469793489e-08
2.0,0.14932682860671262,0.02242619160777219,74057737.0,0.1121821613317728,1.0212351074135577,0.7228316468811354,1.676043652265529e-09,0.00044246558600622647,0.0070794493760996235,0.014158898752199247,1.0802382470855138e-07
2.0,0.14063238571877687,0.015832280428054568,85720753.0,0.12028682249209827,1.0218576941338815,0.7599992851206055,1.796286133884055e-09,0.00038226449084039193,0.006116231853446271,0.012232463706892542,9.332629170908006e-08
2.0,0.41308490240339113,0.06533495403787414,52111493.0,0.022589009299733554,0.24927952073835227,0.8757875925757874,1.0890303987260546e-09,0.0006288056264287036,0.010060890022859257,0.020121780045718515,1.535169986398202e-07
2.0,0.4117401488894682,0.06520249188495314,51081652.0,0.022767861932108224,0.24811969667699862,0.8782803657172247,1.093778251337682e-09,0.0006414827774168306,0.01026372443866929,0.02052744887733858,1.5661200620528092e-07
2.0,0.41268006032477406,0.06518223124635848,52708030.0,0.02256436068659747,0.2473640733679479,0.8773721764975849,1.0926418612116598e-09,0.0006216889532771382,0.009947023252434212,0.019894046504868423,1.5177952960867633e-07
2.0,0.41134937294737317,0.06543516610434665,52074736.0,0.022465596369033922,0.24629300089010533,0.8794598977899764,1.0951567762148615e-09,0.0006292494694548236,0.010067991511277177,0.020135983022554354,1.5362535875361903e-07
2.0,0.4114336346744565,0.06544701476514421,53081703.0,0.022417253643878005,0.24628676664725696,0.879458049791658,1.0951796328011555e-09,0.0006173125229233885,0.009877000366774216,0.01975400073354843,1.507110651668429e-07
2.0,0.4121802854679567,0.06536112234840923,52236756.0,0.022405104941815298,0.24633549219633777,0.8782775484756365,1.0936743468526261e-09,0.0006272977594550473,0.010036764151280757,0.020073528302561514,1.531488670544549e-07
2.0,0.14288977061205826,0.07149737697379219,85089695.0,0.07153838076396912,1.0000829947739265,0.9995302133824784,2.4924992385975762e-09,0.00038509951175638837,0.006161592188102214,0.012323184376204428,9.40184354873995e-08
2.0,0.14287857806446264,0.07144969242535827,85020338.0,0.07150629064777418,1.0000775108656943,0.9996751130300141,2.4941091153977768e-09,0.0003854136641987944,0.006166618627180711,0.012333237254361421,9.409513286103379e-08
2.0,0.14287622916655596,0.07144451027724534,85057228.0,0.07150652734650605,1.0000817567203106,0.9996356688228777,2.4939561867687485e-09,0.00038524650721041603,0.0061639441153666565,0.012327888230733313,9.405432304941798e-08
2.0,0.14287749524556417,0.07144737698172816,85058462.0,0.07150906396591088,1.00008313105873,0.9996670642833867,2.494084597955698e-09,0.0003852409181816619,0.0061638546909065905,0.012327709381813181,9.40529585404448e-08
2.0,0.1428782120625907,0.07144909820190067,85066602.0,0.07150561862104236,1.000079290812627,0.9996687654221806,2.4940928050705494e-09,0.0003852040545830196,0.006163264873328313,0.012326529746656626,9.404395863843251e-08
2.0,0.1428788062726858,0.07144865028931252,85107276.0,0.07150561369159554,1.0000754577082223,0.99969510244929,2.4941698286759876e-09,0.00038501995998555986,0.006160319359768958,0.012320638719537915,9.399901366834957e-08
2.0,0.14093731562422238,0.015896423324250595,84621677.0,0.12011181248511536,1.022053840885238,0.7588311325950206,2.6761228095255072e-09,0.00038722938568092904,0.006195670170894865,0.01239134034178973,9.453842423850807e-08
2.0,0.13882224158360332,0.015144448137642697,87782994.0,0.12199610097600454,1.0210900302625814,0.7687932357376647,2.710684486336841e-09,0.0003732841465853853,0.005972546345366165,0.01194509269073233,9.113382484994759e-08
2.0,0.14010408583838962,0.015629471218381874,85746343.0,0.12077786221156978,1.021602938798218,0.7625747374439048,2.6877297845810173e-09,0.00038215040844365806,0.006114406535098529,0.012228813070197058,9.329843956143996e-08
2.0,0.14700166298023046,0.021610274538759855,76519250.0,0.11405925959807499,1.0205042521979764,0.7326530121505372,2.546666361732505e-09,0.00042823211152749147,0.0068517137844398635,0.013703427568879727,1.0454885535339147e-07
2.0,0.14042489006072817,0.015751039655795853,85709136.0,0.12038119250204553,1.0218587782753987,0.7605185169524985,2.6828178503631168e-09,0.00038231630289681137,0.006117060846348982,0.012234121692697964,9.333894113691684e-08
2.0,0.14101912811376902,0.015882013581763908,84929911.0,0.119932057858862,1.0220641347428234,0.7582826267179298,2.676736585771296e-09,0.00038582402376472527,0.006173184380235604,0.012346368760471209,9.419531830193488e-08
2.0,0.13906916276989392,0.015223178035520661,87611601.0,0.1216316090377118,1.0212108896400602,0.7672678187903449,2.712996878118915e-09,0.0003740143956506399,0.005984230330410238,0.011968460660820477,9.13121083131445e-08
2.0,0.1435368213316111,0.013544507778074992,136425851.0,0.11099581119710222,1.1120366183385582,0.5654153038781484,2.6134856215776875e-09,0.00024018908263947718,0.003843025322231635,0.00768605064446327,5.863991275377861e-08
2.0,0.1411321128327102,0.01344477329678996,136475637.0,0.11151888596790356,1.1113511563972402,0.5683408094295981,2.786482689214339e-09,0.00024010146221189647,0.0038416233953903435,0.007683246790780687,5.8618521047826286e-08
2.0,0.1486878667809797,0.01651508916636107,126689537.0,0.10618153099730722,1.106367355340481,0.530535627421229,2.354914281516397e-09,0.0002586480365777957,0.004138368585244731,0.008276737170489462,6.31464933051259e-08
2.0,0.1506931131408903,0.015628312728748543,124533853.0,0.10494789717941193,1.1072746620952938,0.5208371574273865,2.3606111343876915e-09,0.0002631252403312375,0.0042100038452998,0.0084200076905996,6.423956062774353e-08
2.0,0.14685257760645212,0.014945151458258341,131740786.0,0.10821935584929636,1.1089562498890815,0.5445891449288909,2.44904414036212e-09,0.0002487308675993477,0.003979693881589563,0.007959387763179126,6.072530947249699e-08
2.0,0.14484252217023777,0.01363838120957395,135146611.0,0.11022415501044269,1.1116854569146393,0.5591710916080611,2.5533233682049196e-09,0.0002424626097357336,0.0038794017557717375,0.007758803511543475,5.9194973080013084e-08
2.0,0.14455198200340277,0.013577053586974086,135718990.0,0.11048102406302905,1.1117803853388535,0.5607408955813774,2.5613659518096914e-09,0.00024144005197798774,0.003863040831647804,0.007726081663295608,5.8945325189938414e-08
2.0,0.3320135555068842,0.07439393153188849,45712492.0,0.02571382457119161,0.22545583382327963,0.9975721953640156,1.1825870267584626e-09,0.0007168281265436153,0.011469250024697845,0.02293850004939569,1.7500686683193733e-07
2.0,0.3321834090416864,0.07408833918872225,46186229.0,0.02575061930256311,0.22448920867733108,0.9977399973485603,1.1846171723610516e-09,0.0007094755451890216,0.011351608723024346,0.022703217446048692,1.7321180302466348e-07
2.0,0.33226018352827624,0.07413096117912706,45524865.0,0.025664480279073865,0.22419275707901604,0.9978195212660158,1.1846273459569842e-09,0.0007197824749178279,0.011516519598685247,0.023033039197370493,1.7572814329048533e-07
2.0,0.33257456535769364,0.07422335217273357,46970002.0,0.025454075986626527,0.2230182574827227,0.9978219289835244,1.184671016194549e-09,0.0006976367597344365,0.011162188155750983,0.022324376311501967,1.7032147454454015e-07
2.0,0.332550102668759,0.07421508880009002,46443534.0,0.025465891549079793,0.22311239278216854,0.9977196825719593,1.184535182012635e-09,0.0007055449311846079,0.011288718898953727,0.022577437797907454,1.7225218046499217e-07
2.0,0.3326395474272041,0.07423991441879882,46241931.0,0.02541468261781715,0.22284127797344794,0.9977817102836817,1.1846174849402375e-09,0.0007086209267515234,0.011337934828024374,0.022675869656048748,1.7300315594519614e-07
2.0,0.3326351974738422,0.07424234530639319,46873398.0,0.025403385519436845,0.22275637025504316,0.9977855029840167,1.1846164854530069e-09,0.0006990745582387691,0.011185192931820305,0.02237038586364061,1.7067249957001198e-07
2.0,0.29939807364845067,0.01912541411690477,42729480.0,0.0900987795779401,0.9886734638474421,0.9174708421445803,1.1816666151799648e-09,0.0007668710220672004,0.012269936353075207,0.024539872706150413,1.872243706218751e-07
2.0,0.27864365355058274,0.01460051969429961,46198698.0,0.09892224668322903,0.9930871211998226,0.9309624699812968,1.2132593000781104e-09,0.0007092840581784362,0.011348544930854979,0.022697089861709957,1.7316505326621976e-07
2.0,0.27781554719929136,0.01630861654254161,47597293.0,0.09897520852708998,0.9907697271775519,0.9278662759245573,1.1968537790584014e-09,0.0006884425128966894,0.01101508020634703,0.02203016041269406,1.680767853751683e-07
2.0,0.27493454508609855,0.015665346857311836,47225255.0,0.09933763195137855,0.9911446110772721,0.9290573020727998,1.2150278489761463e-09,0.0006938660257101841,0.011101856411362946,0.02220371282272589,1.6940088518315042e-07
2.0,0.2829136222126602,0.017070533268782242,45466828.0,0.09628643986336588,0.9900718607420778,0.9252945905969072,1.2137420274843013e-09,0.0007207012549896817,0.011531220079834908,0.023062440159669816,1.7595245483146527e-07
2.0,0.2764615786282137,0.01623533296323765,47609310.0,0.09869746064372703,0.9901546147171635,0.927195563220723,1.2003744645742607e-09,0.000688268744075476,0.011012299905207615,0.02202459981041523,1.6803436134655175e-07
2.0,0.2349501049535847,0.23262289962612734,12383093.0,0.0318787075248486,0.2934575392432246,0.9791148301963007,1.319218066116438e-09,0.002646188638008291,0.042339018208132656,0.08467803641626531,6.460421479512429e-07
2.0,0.19614347293785084,0.20576577745448923,14489980.0,0.028120673734539317,0.2562572205068606,0.9833498734987902,1.4075933852220639e-09,0.0022614247914765928,0.036182796663625484,0.07236559332725097,5.5210566198159e-07
2.0,0.2191694419118876,0.22191373342565932,13143283.0,0.029435644047229297,0.27365955674849274,0.9799209223448966,1.3567386474140442e-09,0.002493136608258378,0.03989018573213405,0.0797803714642681,6.086759297505806e-07
2.0,0.24069280962709527,0.23845161907763437,12120790.0,0.03017394080748862,0.28689095347745486,0.9783373030965803,1.3119606890309954e-09,0.002703454147790697,0.04325526636465115,0.0865105327293023,6.600229853004631e-07
2.0,0.20742265418731387,0.21458021979072647,13805951.0,0.02797380636799305,0.25987909127013414,0.9828170475181318,1.3863586796737148e-09,0.002373469238011927,0.03797550780819083,0.07595101561638166,5.794602631865056e-07
2.0,0.23046048102499903,0.23125097793741248,12519973.0,0.02951116587871236,0.27952464434228413,0.9789132133112428,1.3331498398598783e-09,0.002617258040412707,0.04187612864660331,0.08375225729320662,6.389790137726335e-07
2.0,0.21244374867809812,0.2189021117747742,13432351.0,0.02839540151980841,0.26565386803843943,0.9815424716045612,1.3726562088795923e-09,0.002439483601939824,0.039031737631037185,0.07806347526207437,5.955770512548399e-07
2.0,0.14289585496134316,0.07149544259521719,85141329.0,0.0715466985487154,1.0001946763128398,0.9992434813884571,2.3873012365122934e-09,0.00038486596797191174,0.006157855487550588,0.012315710975101176,9.396141796189251e-08
2.0,0.1428799518522909,0.07144104011074011,85041637.0,0.07151194655389806,1.0001737972188847,0.9994563016231685,2.3890414997538206e-09,0.00038531713588721254,0.006165074174195401,0.012330148348390801,9.4071566378714e-08
2.0,0.1428835822834798,0.07144279558484405,85121795.0,0.0715141051713019,1.0001773693799574,0.9994733663687426,2.389094355916719e-09,0.00038495428814676666,0.006159268610348267,0.012318537220696533,9.39829805045817e-08
2.0,0.14287984229089515,0.07143641911018338,85093375.0,0.0715149328605194,1.0001833045169497,0.9994288979606226,2.388928632810721e-09,0.00038508285750800224,0.006161325720128036,0.012322651440256072,9.401436950878961e-08
2.0,0.14288132121802918,0.07144023175992008,85111524.0,0.07151811780505775,1.0001830656915507,0.9994687675901561,2.3890771830146056e-09,0.0003850007432601019,0.00616001189216163,0.01232002378432326,9.399432208498581e-08
2.0,0.1428824608489299,0.07144259885118169,85134263.0,0.07151395672503795,1.0001784005577168,0.9994692736107905,2.3890851090118674e-09,0.00038489791119704646,0.006158366579152743,0.012316733158305487,9.396921660084142e-08
2.0,0.14288608597549105,0.07144975130713749,85043655.0,0.07149886725823343,1.000161916841415,0.9994705072353722,2.389125914214294e-09,0.0003853079927009252,0.006164927883214803,0.012329855766429606,9.406933415549932e-08
2.0,0.1706071519713275,0.006953576512539483,71838571.0,0.11779282190899927,1.0260894248578525,0.61536411964542,4.019289303513568e-09,0.00045613379475490957,0.007298140716078553,0.014596281432157106,1.1136078973508534e-07
2.0,0.16784651437411854,0.006739804528743972,73620236.0,0.11962766595858236,1.0254851804604375,0.6269169661450148,4.08681113165679e-09,0.0004450950143653438,0.0071215202298455,0.014243040459691,1.0866577499153901e-07
2.0,0.1651663676349059,0.006557609268161059,75677580.0,0.12122833473269097,1.024689227641793,0.6385725204215039,4.166333014348503e-09,0.00043299481828039426,0.006927917092486308,0.013855834184972616,1.0571162555673688e-07
2.0,0.1715556778626163,0.007785578057052617,70394773.0,0.11741010941252698,1.026726515617857,0.6110036607405496,4.020909336549746e-09,0.00046548910669830555,0.007447825707172889,0.014895651414345778,1.13644801440016e-07
2.0,0.16824269251576907,0.00681803922604591,72680280.0,0.11975321228811997,1.0255286578422649,0.6258771154981791,4.122975310496878e-09,0.00045085131757885357,0.007213621081261657,0.014427242162523314,1.100711224557748e-07
2.0,0.16758411761547667,0.006760750529149247,73123982.0,0.12003499754704278,1.0253035317469446,0.6287254706670652,4.133431901998991e-09,0.0004481156400919195,0.007169850241470712,0.014339700482941423,1.0940323244431628e-07
1.0,0.1388835452372766,0.015098524409248281,115178209.0,0.11670513126315413,1.0358375862573102,0.625266268899875,1.8125650833830904e-09,0.0005689965191245507,0.009103944305992812,0.018207888611985624,1.3891516580189227e-07
1.0,0.13731127307193183,0.014624704087316196,118390498.0,0.11809647088400625,1.0345041964431976,0.6355612593166049,1.841473798006999e-09,0.0005535579384081989,0.008856927014531182,0.017713854029062365,1.3514598105668918e-07
1.0,0.14315858747928267,0.01849226669789427,107153062.0,0.11233571654723222,1.0365514239807725,0.5957539038875063,1.6650107488295573e-09,0.0006116110802321263,0.00978577728371402,0.01957155456742804,1.4931911138479645e-07
1.0,0.14307608569952457,0.01690684751522439,108479715.0,0.11297022673778227,1.0384454918599297,0.6007937336487287,1.7385831074500886e-09,0.0006041313806917726,0.009666102091068362,0.019332204182136725,1.474930128642023e-07
1.0,0.14095666684495525,0.016280784263799367,112102892.0,0.11469730861180638,1.0359735679254376,0.6115903236466014,1.7490984978335795e-09,0.0005846057923287117,0.009353692677259388,0.018707385354518775,1.427260235177519e-07
1.0,0.13833697840117634,0.014904041792345914,116325224.0,0.1171783774084974,1.0355362393284537,0.6289980322754418,1.8240927694237665e-09,0.0005633859772322467,0.009014175635715948,0.018028351271431896,1.375454045977165e-07
1.0,0.13643227358252785,0.014380129308510669,120298501.0,0.11881836333106095,1.03442224105519,0.6412144154647447,1.8617438965428173e-09,0.0005447781930383322,0.008716451088613315,0.01743290217722663,1.3300248853474906e-07
1.0,0.4012998024381109,0.06666213610888486,51178393.0,0.02263027289661088,0.24189383984760912,0.8959458926348078,2.551193821189344e-09,0.0012805404030564226,0.02048864644890276,0.04097729289780552,3.126319343399469e-07
1.0,0.3948031261740353,0.06722035094626999,50754436.0,0.023004984234284466,0.2411610681675194,0.9056450947460041,2.580483802440441e-09,0.0012912368881411666,0.020659790210258665,0.04131958042051733,3.152433808938395e-07
1.0,0.4042221629997972,0.06626811850859102,51639598.0,0.02248164286639102,0.24202963392550034,0.8918678065619333,2.541170053260291e-09,0.0012691036053379037,0.02030565768540646,0.04061131537081292,3.0983974739694914e-07
1.0,0.4002179009689477,0.0667612815094491,50970861.0,0.02256194965982623,0.24011687775884344,0.8980115325107025,2.5586579751909626e-09,0.0012857542273025367,0.020572067636840587,0.04114413527368117,3.1390484065003337e-07
1.0,0.40521443472620705,0.06620439138539944,51500194.0,0.022373682708845717,0.24152322610668223,0.8904866455454518,2.537233160713919e-09,0.0012725388956787232,0.02036062233085957,0.04072124466171914,3.106784413278133e-07
1.0,0.40111513134828986,0.06664598381360494,51069679.0,0.022545393324285432,0.2407485075439773,0.896581257148689,2.55458821270445e-09,0.0012832663389170705,0.02053226142267313,0.04106452284534626,3.132974460246754e-07
1.0,0.2804718497574483,0.017194928025687596,46056779.0,0.09701027942053872,0.9893571150514021,0.9237071485177024,1.8533862300704964e-09,0.0014229392810990974,0.022767028497585558,0.045534056995171115,3.473972854245843e-07
1.0,0.2794127441092717,0.01489760663180978,46066460.0,0.0983623877328538,0.992000731117607,0.9284305110486024,1.870015625250996e-09,0.001422640246287646,0.022762243940602337,0.045524487881204674,3.4732427887881984e-07
1.0,0.27665140732915283,0.01605047164912728,47058181.0,0.09930923594348026,0.9904842263240051,0.9271119723050919,1.8657542245417434e-09,0.0013926590150180264,0.022282544240288422,0.044565088480576845,3.4000464233838535e-07
1.0,0.2838841231010406,0.016534338388439058,45982487.0,0.0960516989870513,0.990389862992839,0.9246750398689831,1.8474207365077926e-09,0.001425238265168215,0.02280381224269144,0.04560762448538288,3.4795856083208373e-07
1.0,0.2924880288882268,0.01723986125176906,44237537.0,0.09306191707734543,0.9897494293138427,0.920925841780025,1.8363138074346228e-09,0.0014814567999118034,0.023703308798588854,0.04740661759717771,3.616837890409676e-07
1.0,0.279906377160596,0.01580554745573736,46016122.0,0.09794006544054278,0.9908707865473757,0.9267264199273463,1.8729957296271077e-09,0.0014241965022606642,0.022787144036170628,0.045574288072341256,3.477042241847325e-07
1.0,0.17442499692898966,0.00855084879671813,60900153.0,0.11976428039515763,1.0125506581239623,0.7608607814170845,3.5424705747455186e-09,0.0010761220911875214,0.017217953459000342,0.034435906918000685,2.6272511991882847e-07
1.0,0.16714641172624414,0.007162645338574041,65924945.0,0.12414473762549214,1.0115420801640411,0.7802333851018003,3.6061008469555796e-09,0.0009941001846872986,0.015905602954996777,0.031811205909993555,2.427002404021725e-07
1.0,0.16741879778687102,0.007171729632347515,65693776.0,0.1239898890878186,1.0115432700960896,0.7801057439596714,3.606719150989281e-09,0.0009975983112920773,0.015961572980673237,0.031923145961346475,2.435542752177923e-07
1.0,0.17079138250302578,0.00745200539460191,63175746.0,0.12221084021706685,1.012016177854077,0.7709538720761604,3.579902325173968e-09,0.0010373601286797626,0.0165977620588762,0.0331955241177524,2.5326175016595766e-07
1.0,0.1722364024641402,0.007553350089565426,62396287.0,0.12123569147632134,1.0122339971928138,0.7665195847310594,3.5676802371269305e-09,0.0010503189075978191,0.016805102521565106,0.03361020504313021,2.564255145502488e-07
1.0,0.16797330268121952,0.0072321587247747895,65244005.0,0.1235333882400383,1.0116585577479493,0.7783733999775152,3.6038713441947657e-09,0.0010044754303479683,0.016071606885567493,0.032143213771134986,2.4523325936229695e-07
1.0,0.1673123336556978,0.007200846033250595,65562435.0,0.12395431926834322,1.0115762173872889,0.780001230887779,3.622119892282829e-09,0.0009995967965497315,0.015993548744795704,0.03198709748959141,2.440421866576493e-07
1.0,0.2088829709678396,0.1523773663097379,56918637.0,0.0395502091871947,0.34002950562572326,0.9988376390671477,1.5521453895672166e-09,0.001151397915589581,0.018422366649433294,0.03684473329886659,2.811030067357375e-07
1.0,0.2053631470967159,0.14831446903413018,58012580.0,0.043788192147289434,0.35910742118347433,0.9989310594357292,1.5540767192219342e-09,0.0011296860094827709,0.018074976151724334,0.03614995230344867,2.758022484088796e-07
1.0,0.21313302576023543,0.15354738033128632,57748657.0,0.035409273673671755,0.31760558518269955,0.9986840213444271,1.551274170756906e-09,0.0011348489022004443,0.01815758243520711,0.03631516487041422,2.7706272026378034e-07
1.0,0.20509700933576475,0.14839986422164206,57847216.0,0.04384423616859971,0.3601110553012612,0.9989876608755035,1.5530220157872421e-09,0.0011329153679582437,0.0181266458873319,0.0362532917746638,2.765906660054306e-07
1.0,0.1991009730968461,0.13852050557053502,63116020.0,0.04912903253405395,0.39012577155530404,0.9988851958662793,1.5529813191642945e-09,0.0010383417712333573,0.016613468339733716,0.03322693667946743,2.5350140899251886e-07
1.0,0.14288721286842254,0.07150395673656983,84920867.0,0.07154116784982895,1.0000394484903221,0.9997511447922452,2.35287282217691e-09,0.0007717302273892234,0.012347683638227575,0.02469536727645515,1.8841070004619713e-07
1.0,0.14288241976430052,0.07145868977363341,85069178.0,0.07149556564423369,1.0000340428821353,0.9997926158402518,2.3541899041272033e-09,0.0007703847802549591,0.012326156484079346,0.02465231296815869,1.8808222174193337e-07
1.0,0.14286798360104105,0.07143978393663952,85115403.0,0.07153125974155347,1.0000312046927629,0.9998387835865619,2.3542624829021843e-09,0.0007699663949191429,0.012319462318706287,0.024638924637412574,1.8798007688455638e-07
1.0,0.1428700148511197,0.07144090394320221,85134995.0,0.07152768376858423,1.0000315851313553,0.9998256298717114,2.354237525943356e-09,0.0007697892036054034,0.012316627257686454,0.024633254515372908,1.8793681728647543e-07
1.0,0.14287087525398434,0.07144155051494475,85147970.0,0.07152617966112404,1.0000311810134757,0.9998239065476253,2.3542428551144553e-09,0.0007696719017493899,0.012314750427990238,0.024629500855980476,1.8790817913803464e-07
1.0,0.14287228281897899,0.07144311964417546,84978512.0,0.07152634068245393,1.0000325729403217,0.9998093988748591,2.3541833728507743e-09,0.000771206725766156,0.012339307612258496,0.024678615224516993,1.8828289203275294e-07
1.0,0.14287248638243244,0.07144421628458197,85098715.0,0.07152434675423712,1.000031563343818,0.9998170242641149,2.354207111117953e-09,0.0007701173866138871,0.012321878185822194,0.024643756371644388,1.8801694009128104e-07
1.0,0.21571844706858842,0.0017771351537072275,54967682.0,0.0853807697402994,0.6512554777187075,0.9989598251568985,1.5797828258430107e-09,0.0011922642108139106,0.01907622737302257,0.03815245474604514,2.910801295932399e-07
1.0,0.21394662864842678,0.001740507520940905,56025038.0,0.08629964695427783,0.6557520942689945,0.9989878632478572,1.5762059813328462e-09,0.0011697627050248499,0.018716203280397598,0.037432406560795196,2.855865979064575e-07
