model,numLoadInsts,numStoreInsts,numInsts,numBranches,intAluAccesses,numOps,ipc
1.0,2342419.0,2572168.0,12571051.0,381775.0,3386686.0,12393244.0,0.038029
1.0,2351315.0,2561088.0,11800086.0,367478.0,3305688.0,11663277.0,0.035005
1.0,2380225.0,2533531.0,11338361.0,347733.0,3181498.0,11169943.0,0.033168
1.0,2410267.0,2546376.0,11120848.0,337562.0,3129681.0,10952553.0,0.032241
1.0,2356729.0,2521395.0,11569622.0,340761.0,3138598.0,11381901.0,0.034219
1.0,2294684.0,2542796.0,11870758.0,348882.0,3190373.0,11739735.0,0.035615
1.0,2464066.0,2557543.0,11182931.0,335663.0,3124983.0,10969226.0,0.032279
1.0,2300166.0,2554406.0,11700447.0,372896.0,3387685.0,11638727.0,0.01697
1.0,2266668.0,2572786.0,12659642.0,412015.0,3537027.0,12598491.0,0.018915
1.0,2324436.0,2567360.0,11946077.0,397434.0,3464568.0,11882212.0,0.017444
1.0,2338127.0,2553574.0,11484528.0,376932.0,3351817.0,11420090.0,0.016579
1.0,2348359.0,2542431.0,11226455.0,370070.0,3313996.0,11159808.0,0.016072
1.0,2314423.0,2571463.0,11755141.0,367763.0,3320459.0,11699565.0,0.017175
1.0,2281594.0,2569465.0,12008855.0,367369.0,3313834.0,11954958.0,0.01774
1.0,2343744.0,2553701.0,11159148.0,352564.0,3232372.0,11099416.0,0.015998
1.0,15300597.0,3430550.0,46088711.0,1182031.0,10336842.0,46030472.0,0.057402
1.0,15404497.0,3424328.0,46865407.0,1324389.0,11003093.0,46807424.0,0.058465
1.0,15388492.0,3422175.0,46772908.0,1310500.0,10934386.0,46714299.0,0.058346
1.0,15376539.0,3419863.0,46738696.0,1309023.0,10926096.0,46680882.0,0.058303
1.0,15345904.0,3419498.0,46443833.0,1251352.0,10635485.0,46385012.0,0.05793
1.0,15362492.0,3431757.0,46230472.0,1180114.0,10294180.0,46174175.0,0.057662
1.0,15338187.0,3426675.0,46137566.0,1172769.0,10249912.0,46083496.0,0.05755
1.0,15391947.0,3438669.0,46300683.0,1177177.0,10288009.0,46245613.0,0.057751
2.0,2732007.0,2945738.0,14014970.0,380691.0,3471672.0,13867838.0,0.036686
2.0,2868467.0,2891029.0,12253126.0,382232.0,3468457.0,12052235.0,0.030133
2.0,2727994.0,2922184.0,14170093.0,394423.0,3505502.0,14006031.0,0.037293
2.0,2770571.0,2914298.0,12880566.0,366346.0,3374550.0,12742488.0,0.03277
2.0,2871252.0,2902095.0,11963207.0,348643.0,3289219.0,11773434.0,0.029304
2.0,2746379.0,2914267.0,13458834.0,363319.0,3340176.0,13302387.0,0.034917
2.0,2815160.0,2921300.0,12368499.0,354823.0,3326017.0,12222879.0,0.030874
2.0,2753427.0,2912231.0,13140297.0,361091.0,3336075.0,12991513.0,0.033773
2.0,44075424.0,93022.0,84750898.0,4185147.0,55497247.0,52124247.0,0.208795
2.0,43321693.0,81748.0,83976876.0,4248900.0,55334047.0,51990786.0,0.208523
2.0,43709717.0,83740.0,85761912.0,4469376.0,57130463.0,53584602.0,0.215913
2.0,43821217.0,83963.0,85883149.0,4477110.0,57149959.0,53567436.0,0.216158
2.0,43681954.0,82986.0,82632105.0,3884696.0,53222491.0,50243331.0,0.200827
2.0,44108011.0,83796.0,86222235.0,4462112.0,57263528.0,53679723.0,0.216079
2.0,43914255.0,83571.0,86134743.0,4480107.0,57330525.0,53806830.0,0.216606
2.0,43460835.0,84249.0,85123587.0,4437226.0,56585044.0,53065746.0,0.216966
2.0,50803454.0,5514378.0,223205910.0,2174120.0,54981433.0,223127242.0,0.780557
2.0,51913869.0,5361507.0,227523573.0,2135635.0,55265193.0,227499542.0,0.859028
2.0,51496557.0,5943634.0,226743627.0,2211971.0,55955877.0,226721616.0,0.67263
2.0,51439152.0,5714079.0,226131326.0,2176849.0,55495381.0,226108061.0,0.713936
2.0,51403603.0,5612844.0,225798204.0,2157964.0,55270561.0,225774200.0,0.741379
2.0,51390916.0,5639349.0,225772663.0,2157051.0,55282622.0,225749285.0,0.725808
2.0,51181834.0,5982202.0,223210360.0,1638317.0,52501544.0,223189817.0,0.656413
2.0,51429402.0,5704361.0,226137020.0,2205398.0,55587582.0,226114034.0,0.713464
2.0,8339900.0,757468.0,46195603.0,4114503.0,44126914.0,28149330.0,0.067905
2.0,8372718.0,748040.0,46640242.0,4214583.0,44567417.0,28647480.0,0.06902
2.0,8414395.0,749430.0,46865528.0,4240432.0,44790201.0,28759170.0,0.069286
2.0,8392434.0,750969.0,46663434.0,4194303.0,44581844.0,28571567.0,0.068898
2.0,8389994.0,825853.0,46375784.0,4112161.0,44183022.0,28141306.0,0.06797
2.0,8385070.0,750824.0,46432132.0,4141007.0,44358539.0,28282216.0,0.068334
2.0,8393092.0,753036.0,46468305.0,4137648.0,44385189.0,28291162.0,0.068354
2.0,8381621.0,752311.0,46408862.0,4130331.0,44324211.0,28252927.0,0.068268
2.0,21227610.0,147704.0,52903676.0,3777667.0,45596107.0,34471205.0,0.122492
2.0,21137819.0,143481.0,52983102.0,3813674.0,45709915.0,34570066.0,0.122976
2.0,21074491.0,145782.0,53042751.0,3828288.0,45761186.0,34679187.0,0.12338
2.0,21210242.0,140913.0,52934685.0,3787757.0,45647504.0,34540179.0,0.122821
2.0,20906235.0,147411.0,52800494.0,3796620.0,45545723.0,34539353.0,0.122939
2.0,21162936.0,147780.0,53036942.0,3793586.0,45677480.0,34489482.0,0.12276
2.0,21311146.0,141985.0,53053605.0,3786102.0,45708529.0,34598104.0,0.123011
2.0,21155357.0,144344.0,52950639.0,3789274.0,45629939.0,34548443.0,0.122905
2.0,15792741.0,8636311.0,63477508.0,2751999.0,25772950.0,59629504.0,0.146722
2.0,15874786.0,8568368.0,68758392.0,3775098.0,32654952.0,65235983.0,0.160643
2.0,15256193.0,8638966.0,62459109.0,2665632.0,25109235.0,59119575.0,0.145527
2.0,16409323.0,8899473.0,69105212.0,3315032.0,30038821.0,65449489.0,0.161399
2.0,16595597.0,8763622.0,71052310.0,3797238.0,33214811.0,67184749.0,0.165723
2.0,15109595.0,8582652.0,62186294.0,2717841.0,25344159.0,58898635.0,0.145159
2.0,16153141.0,8734929.0,66355304.0,3058727.0,28071374.0,62510740.0,0.15393
2.0,15803272.0,8780879.0,66847142.0,3158939.0,28783791.0,63474987.0,0.15765
2.0,49724546.0,5415851.0,218575240.0,2152009.0,54035540.0,218416132.0,0.763173
2.0,55047769.0,5664221.0,241218368.0,2256996.0,58573113.0,241171940.0,0.964311
2.0,50918203.0,5886747.0,224393258.0,2236491.0,55654590.0,224348005.0,0.609988
2.0,52155663.0,5782714.0,229386581.0,2237561.0,56465720.0,229339890.0,0.682945
2.0,51063641.0,5579264.0,224482600.0,2190073.0,55203063.0,224435343.0,0.709844
2.0,50855716.0,5586380.0,223648393.0,2193226.0,55076164.0,223601612.0,0.690897
2.0,50627956.0,5928520.0,220930181.0,1646929.0,52160991.0,220886268.0,0.593592
2.0,50857029.0,5649576.0,223762309.0,2203020.0,55191925.0,223714509.0,0.670817
3.0,50112446.0,5446784.0,220221235.0,2154198.0,54337440.0,220074812.0,1.072015
3.0,53168387.0,5480945.0,232953381.0,2169421.0,56512714.0,232912259.0,1.273088
3.0,51065126.0,5899922.0,224887437.0,2204604.0,55579565.0,224841274.0,0.888393
3.0,51818102.0,5748236.0,227783688.0,2191177.0,55906826.0,227741399.0,0.967232
3.0,50592312.0,5531676.0,222316564.0,2144133.0,54536933.0,222272570.0,1.003244
3.0,51564347.0,5653210.0,226560053.0,2173103.0,55528651.0,226518435.0,0.989305
3.0,51267618.0,5988707.0,223545615.0,1625747.0,52550878.0,223505159.0,0.870613
3.0,51485246.0,5708753.0,226320905.0,2179338.0,55557582.0,226278556.0,0.960915
3.0,50693907.0,5510579.0,222763400.0,2179839.0,54947455.0,222678828.0,0.605531
3.0,52300211.0,5401026.0,229280967.0,2166742.0,55779735.0,229257038.0,0.687469
3.0,51466234.0,5942991.0,226701370.0,2232853.0,56066722.0,226678301.0,0.504221
3.0,51359937.0,5708819.0,225856278.0,2191016.0,55527749.0,225832611.0,0.542578
3.0,51459672.0,5620288.0,226132808.0,2183563.0,55473048.0,226108351.0,0.569746
3.0,51407242.0,5643127.0,225925652.0,2178943.0,55432223.0,225901182.0,0.559594
3.0,51143942.0,5981642.0,223103709.0,1643190.0,52547195.0,223081533.0,0.491463
3.0,51322313.0,5697781.0,225693360.0,2193218.0,55502217.0,225668890.0,0.544045
3.0,8381170.0,772328.0,46455598.0,4150630.0,44385536.0,28346827.0,0.044191
3.0,8411608.0,757787.0,46804745.0,4225459.0,44731012.0,28684016.0,0.044734
3.0,8406466.0,757972.0,46792587.0,4223611.0,44716219.0,28676412.0,0.044715
3.0,8392266.0,759710.0,46610712.0,4177843.0,44528006.0,28478379.0,0.044457
3.0,8399541.0,834336.0,46454361.0,4122557.0,44258355.0,28194135.0,0.04405
3.0,8402575.0,759478.0,46549977.0,4158705.0,44474782.0,28364700.0,0.04433
3.0,8406864.0,761719.0,46573193.0,4153599.0,44489002.0,28367312.0,0.044332
3.0,8380783.0,760703.0,46443529.0,4136579.0,44355022.0,28291851.0,0.044221
3.0,2772442.0,2948687.0,14071271.0,381781.0,3503149.0,13870176.0,0.037191
3.0,2891362.0,2904996.0,12239386.0,368932.0,3419757.0,12020075.0,0.030474
3.0,2742178.0,2927251.0,14114269.0,376118.0,3429770.0,13922214.0,0.037621
3.0,2831661.0,2904321.0,12963005.0,373356.0,3432091.0,12745234.0,0.033221
3.0,2876125.0,2896690.0,11969718.0,349478.0,3312209.0,11755778.0,0.029664
3.0,2762312.0,2905964.0,13466059.0,363076.0,3357136.0,13272174.0,0.035327
3.0,2879967.0,2921797.0,12446117.0,356225.0,3353935.0,12223081.0,0.031294
3.0,2791199.0,2916425.0,13197758.0,362646.0,3369211.0,12999982.0,0.03425
3.0,12135251.0,6071157.0,84933814.0,6073519.0,84936350.0,84916770.0,0.288564
3.0,12113393.0,6057604.0,84782561.0,6059847.0,84784718.0,84768174.0,0.288168
3.0,12181599.0,6091905.0,85260959.0,6094048.0,85262961.0,85248375.0,0.289802
3.0,12145140.0,6073486.0,85006797.0,6075930.0,85008988.0,84992512.0,0.288927
3.0,12124119.0,6063092.0,84857905.0,6065192.0,84859960.0,84844376.0,0.288428
3.0,12190662.0,6096336.0,85323491.0,6098462.0,85325504.0,85309908.0,0.290011
3.0,12133711.0,6067856.0,84924705.0,6069966.0,84926735.0,84911277.0,0.288656
3.0,12125851.0,6063918.0,84869754.0,6066037.0,84871776.0,84856618.0,0.28847
3.0,48589428.0,5307801.0,213694617.0,2123113.0,54078557.0,213433372.0,0.875986
3.0,57064654.0,5861017.0,249937098.0,2311333.0,61744657.0,249876328.0,1.186377
3.0,50626144.0,5860470.0,223109458.0,2224730.0,56547188.0,223040797.0,0.687909
3.0,52888356.0,5854774.0,232529353.0,2252517.0,58350525.0,232466168.0,0.792755
3.0,50952023.0,5569119.0,224025753.0,2194424.0,56340011.0,223961630.0,0.815363
3.0,50504378.0,5553301.0,222120311.0,2182200.0,55920968.0,222058303.0,0.791264
3.0,50200831.0,5888472.0,219056470.0,1629652.0,52359118.0,218993140.0,0.663819
3.0,50446914.0,5610983.0,221974994.0,2188689.0,55970237.0,221911968.0,0.758802
3.0,20548206.0,142843.0,52144119.0,3765946.0,44855896.0,34347906.0,0.188424
3.0,20890394.0,130992.0,52590185.0,3810441.0,45313280.0,34710844.0,0.190254
3.0,20483462.0,142944.0,52511471.0,3838047.0,45257702.0,34669734.0,0.190393
3.0,20913367.0,134940.0,52526496.0,3782613.0,45160994.0,34517200.0,0.189305
3.0,20917329.0,133565.0,52387939.0,3758101.0,45017135.0,34417531.0,0.188713
3.0,20412465.0,147154.0,52439781.0,3808326.0,45165613.0,34584449.0,0.190015
3.0,20569632.0,141789.0,52390039.0,3789471.0,45065817.0,34508644.0,0.189452
3.0,20264408.0,148056.0,52306279.0,3807861.0,45037695.0,34549573.0,0.189887
1.0,2428663.0,2571533.0,11883693.0,374398.0,3467552.0,11649731.0,0.01856
1.0,2375731.0,2595580.0,12762171.0,398956.0,3564211.0,12561448.0,0.020614
1.0,2397074.0,2545210.0,11942184.0,384269.0,3463613.0,11731022.0,0.018858
1.0,2427266.0,2548284.0,11538546.0,366986.0,3366639.0,11326213.0,0.017988
1.0,2414794.0,2532887.0,11208845.0,350781.0,3269754.0,11010773.0,0.017362
1.0,2385007.0,2555619.0,11782181.0,359457.0,3330346.0,11589022.0,0.018617
1.0,2405508.0,2588196.0,12183474.0,367913.0,3390124.0,11974830.0,0.019404
1.0,2446204.0,2541966.0,11244858.0,348670.0,3263466.0,11020751.0,0.017373
1.0,12137269.0,6071530.0,84945787.0,6074318.0,84951205.0,84909724.0,0.298238
1.0,12099596.0,6049778.0,84689924.0,6054804.0,84694963.0,84665058.0,0.297482
1.0,12172349.0,6086483.0,85196897.0,6090508.0,85201955.0,85173047.0,0.29927
1.0,12165648.0,6082751.0,85152613.0,6087986.0,85158485.0,85125778.0,0.299098
1.0,12131461.0,6065846.0,84911798.0,6070706.0,84917602.0,84886066.0,0.29826
1.0,12170107.0,6085440.0,85182013.0,6089466.0,85187246.0,85154468.0,0.299205
1.0,12132236.0,6066625.0,84916381.0,6070084.0,84921210.0,84888846.0,0.298274
1.0,12159036.0,6079841.0,85103636.0,6083832.0,85108667.0,85077913.0,0.298937
1.0,12011067.0,8604569.0,58890702.0,2630401.0,21556785.0,58831308.0,0.139076
1.0,12041636.0,8603216.0,59628650.0,2800204.0,22413459.0,59570979.0,0.140682
1.0,12188117.0,8632864.0,60750756.0,2929287.0,23252741.0,60690851.0,0.143381
1.0,12461793.0,8855668.0,59734700.0,2376765.0,20335243.0,59664671.0,0.140753
1.0,12541742.0,8768664.0,62556045.0,3006297.0,23954512.0,62483606.0,0.147458
1.0,11905209.0,8549120.0,58666527.0,2691891.0,21766818.0,58611653.0,0.138715
1.0,12708121.0,8718868.0,65251463.0,3502285.0,26947178.0,65182050.0,0.153841
1.0,12738695.0,8765969.0,65037408.0,3403171.0,26409086.0,64969603.0,0.153771
1.0,6957887.0,177262.0,35989052.0,3546346.0,28163668.0,34865633.0,0.041186
1.0,6907145.0,157527.0,35671408.0,3513077.0,27890963.0,34567862.0,0.040906
1.0,6947294.0,157384.0,35874371.0,3532651.0,28055883.0,34776829.0,0.041146
1.0,6948260.0,155881.0,35860128.0,3531775.0,28055359.0,34774890.0,0.041137
1.0,6940228.0,151895.0,35788119.0,3525708.0,28016193.0,34733485.0,0.041064
1.0,6891173.0,150946.0,35539182.0,3502062.0,27824026.0,34492117.0,0.040774
1.0,6919662.0,159517.0,35756782.0,3520872.0,27947457.0,34640289.0,0.041009
1.0,6939682.0,152763.0,35795743.0,3526680.0,28021001.0,34733301.0,0.041062
1.0,13984850.0,94172.0,53514077.0,3956611.0,33040059.0,51003027.0,0.193204
1.0,13933318.0,83826.0,55911865.0,4476128.0,35914593.0,53537811.0,0.204198
1.0,13936584.0,83845.0,55950153.0,4486893.0,35970890.0,53569808.0,0.204521
1.0,14081294.0,83724.0,56483494.0,4532105.0,36306735.0,54048062.0,0.207213
1.0,13895169.0,82589.0,55126522.0,4323378.0,35048253.0,52755723.0,0.200734
1.0,14004477.0,82718.0,55273636.0,4298698.0,34974037.0,52871088.0,0.201087
1.0,13996337.0,83765.0,56136898.0,4481413.0,36010029.0,53755671.0,0.204872
1.0,13660998.0,84986.0,54864118.0,4379024.0,35172992.0,52556483.0,0.204214
1.0,11673984.0,103194.0,51733452.0,4071452.0,32309753.0,51669691.0,0.120603
1.0,11772756.0,89827.0,54069565.0,4528070.0,34883942.0,54019351.0,0.127016
1.0,11796965.0,89875.0,54441571.0,4594854.0,35274191.0,54391135.0,0.128219
1.0,11863316.0,89753.0,55176077.0,4719252.0,36000099.0,55124672.0,0.130088
1.0,11930992.0,88731.0,55462327.0,4743241.0,36173752.0,55411829.0,0.130118
1.0,11750127.0,88731.0,53491033.0,4411389.0,34231884.0,53443339.0,0.125283
1.0,11905260.0,89760.0,55671233.0,4789543.0,36481394.0,55621405.0,0.131011
1.0,11613617.0,90812.0,53459634.0,4486452.0,34554307.0,53407316.0,0.127194
1.0,13212856.0,8672765.0,59058322.0,2396708.0,20422417.0,57670494.0,0.096506
1.0,13263344.0,8596846.0,60735262.0,2774006.0,22544908.0,59367408.0,0.099267
1.0,13274195.0,8627450.0,60239394.0,2635259.0,21773832.0,58869682.0,0.098451
1.0,13524255.0,8876043.0,58544256.0,1943978.0,18054385.0,57131060.0,0.0954
1.0,13862442.0,8760633.0,63256421.0,2884107.0,23538996.0,61717832.0,0.103397
1.0,13234093.0,8574237.0,59124436.0,2510228.0,20939456.0,57614833.0,0.096466
1.0,13898593.0,8755009.0,63784876.0,2992345.0,24145884.0,62228971.0,0.103945
1.0,13826280.0,8783521.0,64032074.0,3009651.0,24293077.0,62617835.0,0.10479
2.0,44723581.0,101316.0,84131842.0,3943286.0,54447009.0,50758704.0,0.139483
2.0,44304507.0,88798.0,86492201.0,4503772.0,57803988.0,53704705.0,0.149597
2.0,44501986.0,88780.0,86631062.0,4478557.0,57763118.0,53656411.0,0.149671
2.0,44447139.0,88982.0,86384640.0,4444054.0,57513720.0,53447340.0,0.149072
2.0,44657974.0,89119.0,86889746.0,4477120.0,57894468.0,53813237.0,0.149202
2.0,44632380.0,89183.0,86968822.0,4499616.0,58031046.0,53923039.0,0.149667
2.0,44520370.0,88917.0,86874978.0,4514265.0,58037027.0,53917594.0,0.150018
2.0,43736408.0,89558.0,85122721.0,4391342.0,56729059.0,52722225.0,0.149057
2.0,50113729.0,5448308.0,220250021.0,2155195.0,55486511.0,220005127.0,1.276214
2.0,54525314.0,5613927.0,238817907.0,2205714.0,58968441.0,238764776.0,1.577985
2.0,51156445.0,5910229.0,225263196.0,2203345.0,56804108.0,225201389.0,1.024455
2.0,53372600.0,5900300.0,234482866.0,2228934.0,58557822.0,234424516.0,1.157896
2.0,49958230.0,5471414.0,219582774.0,2129690.0,55080597.0,219524618.0,1.158514
2.0,50627346.0,5563852.0,222515521.0,2150097.0,55779969.0,222457100.0,1.146632
2.0,50999273.0,5964113.0,222377609.0,1618276.0,52895688.0,222321064.0,0.996195
2.0,50347959.0,5600112.0,221404248.0,2149441.0,55601382.0,221346655.0,1.098833
2.0,9509499.0,760250.0,60912675.0,5472670.0,59485676.0,28189716.0,0.056161
2.0,9510132.0,747190.0,61039240.0,5509803.0,59641882.0,28319234.0,0.05647
2.0,9482424.0,747759.0,60778726.0,5459547.0,59357285.0,28106178.0,0.056095
2.0,9508069.0,750346.0,60932656.0,5470893.0,59498358.0,28162612.0,0.056216
2.0,9576961.0,888413.0,61074850.0,5460424.0,59447660.0,28052580.0,0.055984
2.0,9507400.0,748619.0,60892776.0,5471031.0,59472991.0,28148487.0,0.056189
2.0,9436530.0,746871.0,60515771.0,5428527.0,59076249.0,27996910.0,0.055886
2.0,9475840.0,748982.0,60777452.0,5452910.0,59344315.0,28094488.0,0.056079
2.0,10684123.0,528317.0,61409689.0,7366535.0,62173803.0,46809975.0,0.144723
2.0,11054303.0,479097.0,66275718.0,8230421.0,67033983.0,51743911.0,0.15914
2.0,11311952.0,477124.0,69335592.0,8740364.0,70093539.0,54838924.0,0.167865
2.0,11141976.0,477757.0,67358176.0,8407951.0,68121789.0,52843492.0,0.162375
2.0,11027343.0,494969.0,65690505.0,8107964.0,66454109.0,51092757.0,0.157089
2.0,10811556.0,478574.0,63055891.0,7663093.0,63820861.0,48449658.0,0.149862
2.0,11130215.0,477623.0,67206410.0,8377990.0,67968607.0,52671486.0,0.161837
2.0,10984715.0,478807.0,65589581.0,8120664.0,66349894.0,51113740.0,0.158165
2.0,13643826.0,8654194.0,63431334.0,3123978.0,24717607.0,61973706.0,0.157926
2.0,13256010.0,8469299.0,61180612.0,2954665.0,23513018.0,59790707.0,0.152361
2.0,13507240.0,8590771.0,64472237.0,3398367.0,26262534.0,63224918.0,0.161579
2.0,13779277.0,8792512.0,61020342.0,2414650.0,20775921.0,59511767.0,0.152025
2.0,13758935.0,8820644.0,65289858.0,3244703.0,25640536.0,64096110.0,0.163693
2.0,13291881.0,8645640.0,62495715.0,3069701.0,24264679.0,61278413.0,0.156913
2.0,14113910.0,8779983.0,66926728.0,3508247.0,27198482.0,65445585.0,0.167178
2.0,13896905.0,8809404.0,68633426.0,3815129.0,29087557.0,67589820.0,0.173039
2.0,19713499.0,1854774.0,136661407.0,15130663.0,151934152.0,76933285.0,0.241166
2.0,19689244.0,1854458.0,140109540.0,15762115.0,155777880.0,80609788.0,0.269965
2.0,19391057.0,2118103.0,131404420.0,14163562.0,145502017.0,71234524.0,0.211821
2.0,19370561.0,1841900.0,131796505.0,14304358.0,146341840.0,71853149.0,0.221791
2.0,18900039.0,1950044.0,124970518.0,13118081.0,138363827.0,65016146.0,0.200147
2.0,18954071.0,1968496.0,126331011.0,13343522.0,139869803.0,66376497.0,0.202531
2.0,19664398.0,1847261.0,135338808.0,14894711.0,150408420.0,75312623.0,0.23222
2.0,19547809.0,1836862.0,134321127.0,14750351.0,149281222.0,74726145.0,0.230571
2.0,15378773.0,3435664.0,46217373.0,1169466.0,10209343.0,46165745.0,0.101587
2.0,15254155.0,3397838.0,45894926.0,1178265.0,10183064.0,45846617.0,0.100972
2.0,15303667.0,3409002.0,46042782.0,1181617.0,10216019.0,45993700.0,0.101294
2.0,15266333.0,3398015.0,46027874.0,1204347.0,10317296.0,45978913.0,0.101262
2.0,15451363.0,3435899.0,46676448.0,1244518.0,10565523.0,46624024.0,0.102687
2.0,15279870.0,3405634.0,45919399.0,1165197.0,10131142.0,45867653.0,0.101013
2.0,15315555.0,3414428.0,45995479.0,1159274.0,10111795.0,45945911.0,0.101185
2.0,15308174.0,3412728.0,45973662.0,1158661.0,10107012.0,45923349.0,0.101135
3.0,12372009.0,505003.0,72757476.0,8593931.0,74630636.0,44929366.0,0.199832
3.0,12733922.0,499862.0,77727118.0,9469825.0,79596428.0,50118521.0,0.22214
3.0,12584642.0,498712.0,76085256.0,9218014.0,77952206.0,48584983.0,0.216448
3.0,12579614.0,499778.0,76365904.0,9273939.0,78225660.0,48918912.0,0.217893
3.0,12533216.0,518170.0,75718813.0,9169458.0,77581176.0,48314565.0,0.215667
3.0,12296020.0,552090.0,72841209.0,8661754.0,74720262.0,45357415.0,0.202876
3.0,12467715.0,498845.0,75235087.0,9116728.0,77091503.0,47947304.0,0.214898
3.0,12410299.0,498440.0,74666500.0,9017893.0,76517968.0,47364194.0,0.212
3.0,10555516.0,749665.0,84978521.0,7572309.0,88173651.0,28070989.0,0.07771
3.0,10524871.0,742706.0,84973526.0,7572316.0,88135454.0,28065034.0,0.077781
3.0,10517442.0,744718.0,84905884.0,7558837.0,88035615.0,28028487.0,0.0777
3.0,10624605.0,745779.0,85489687.0,7615034.0,88712894.0,28159832.0,0.078065
3.0,10708674.0,966577.0,85544247.0,7575928.0,88478937.0,27985905.0,0.077567
3.0,10544690.0,743270.0,85012136.0,7569338.0,88180914.0,28041306.0,0.077737
3.0,10469267.0,740989.0,84578394.0,7530086.0,87697345.0,27924679.0,0.077413
3.0,10546780.0,744131.0,85068248.0,7573501.0,88223597.0,28054299.0,0.077771
